PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1629599,Amir,Coffey,Amir Coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,4,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628381,John,Collins,John Collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,6,20,Forward-Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,john_collins,2017.0,2023.0,N,Y,Y,2017,1,19,N
1628380,Zach,Collins,Zach Collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,5,23,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,zach_collins,2017.0,2023.0,Y,Y,Y,2017,1,10,N
201144,Mike,Conley,Mike Conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-0,175,16,10,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007.0,2023.0,N,Y,Y,2007,1,4,N
1626192,Pat,Connaughton,Pat Connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,8,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015.0,2023.0,N,Y,Y,2015,2,41,N
1641731,Bilal,Coulibaly,Bilal Coulibaly,2004-07-26T00:00:00,Metropolitans 92,France,Metropolitans 92/France,6-8,195,0,0,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,bilal_coulibaly,2023.0,2023.0,N,Y,Y,2023,1,7,N
1641741,Ricky,Council IV,Ricky Council IV,2001-08-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,207,0,16,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,ricky_council_iv,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203496,Robert,Covington,Robert Covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,10,33,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,robert_covington,2013.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628470,Torrey,Craig,Torrey Craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-5,221,6,13,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,torrey_craig,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203109,Jae,Crowder,Jae Crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,11,99,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jae_crowder,2012.0,2023.0,Y,Y,Y,2012,2,34,N
1630595,Cade,Cunningham,Cade Cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220,2,2,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021.0,2023.0,N,Y,Y,2021,1,1,N
203552,Seth,Curry,Seth Curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-1,185,9,30,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,seth_curry,2013.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201939,Stephen,Curry,Stephen Curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,14,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009.0,2023.0,N,Y,Y,2009,1,7,Y
1630700,Dyson,Daniels,Dyson Daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,1,11,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,dyson_daniels,2021.0,2023.0,Y,Y,Y,2022,1,8,N
203076,Anthony,Davis,Anthony Davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,11,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012.0,2023.0,N,Y,Y,2012,1,1,Y
1631098,Johnny,Davis,Johnny Davis,2002-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,195,1,1,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,johnny_davis,2022.0,2023.0,Y,Y,Y,2022,1,10,N
1631120,JD,Davison,JD Davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195,1,20,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jd_davison,2022.0,2023.0,Y,Y,Y,2022,2,53,N
201942,DeMar,DeRozan,DeMar DeRozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,14,11,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,demar_derozan,2009.0,2023.0,N,Y,Y,2009,1,9,N
1641926,Dexter,Dennis,Dexter Dennis,1999-02-09T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,210,0,,Guard,Inactive,Y,0,,,,,dexter_dennis,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628978,Donte,DiVincenzo,Donte DiVincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,5,0,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,donte_divincenzo,2018.0,2023.0,Y,Y,Y,2018,1,17,N
1631217,Moussa,Diabate,Moussa Diabate,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-9,210,1,25,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,moussa_diabate,2022.0,2023.0,Y,Y,Y,2022,2,43,N
1641711,Gradey,Dick,Gradey Dick,2003-11-20T00:00:00,Kansas,USA,Kansas/USA,6-6,200,0,1,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,gradey_dick,2023.0,2023.0,Y,Y,Y,2023,1,13,N
1631172,Ousmane,Dieng,Ousmane Dieng,2003-05-21T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-9,185,1,13,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,ousmane_dieng,2022.0,2023.0,Y,Y,Y,2022,1,11,N
203915,Spencer,Dinwiddie,Spencer Dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215,9,26,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,spencer_dinwiddie,2014.0,2023.0,Y,Y,Y,2014,2,38,N
1629029,Luka,Doncic,Luka Doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,5,77,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018.0,2023.0,N,Y,Y,2018,1,3,N
1629652,Luguentz,Dort,Luguentz Dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220,4,5,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630245,Ayo,Dosunmu,Ayo Dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-5,200,2,12,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,2021.0,2023.0,N,Y,Y,2021,2,38,N
203083,Andre,Drummond,Andre Drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,11,3,Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,andre_drummond,2012.0,2023.0,N,Y,Y,2012,1,9,N
1630537,Chris,Duarte,Chris Duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190,2,3,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,chris_duarte,2021.0,2023.0,Y,Y,Y,2021,1,13,N
1627739,Kris,Dunn,Kris Dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,7,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kris_dunn,2016.0,2023.0,Y,Y,Y,2016,1,5,N
201142,Kevin,Durant,Kevin Durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240,15,35,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007.0,2023.0,N,Y,Y,2007,1,2,Y
1631105,Jalen,Duren,Jalen Duren,2003-11-18T00:00:00,Memphis,USA,Memphis/USA,6-10,250,1,0,Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jalen_duren,2022.0,2023.0,N,Y,Y,2022,1,13,N
1631106,Tari,Eason,Tari Eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215,1,17,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022.0,2023.0,N,Y,Y,2022,1,17,N
1630162,Anthony,Edwards,Anthony Edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,3,5,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020.0,2023.0,N,Y,Y,2020,1,1,N
1630556,Kessler,Edwards,Kessler Edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203,2,17,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,kessler_edwards,2021.0,2023.0,Y,Y,Y,2021,2,44,N
1631165,Keon,Ellis,Keon Ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-3,175,1,23,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keon_ellis,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203954,Joel,Embiid,Joel Embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,7,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014.0,2023.0,N,Y,Y,2014,1,3,N
1629234,Drew,Eubanks,Drew Eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245,5,14,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,drew_eubanks,2018.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203957,Dante,Exum,Dante Exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214,6,0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dante_exum,2014.0,2023.0,N,Y,Y,2014,1,5,N
1628981,Bruno,Fernando,Bruno Fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,4,24,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,2019.0,2023.0,Y,Y,Y,2019,2,34,N
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,7,28,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,dorian_finney-smith,2016.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1630201,Malachi,Flynn,Malachi Flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,6-1,185,3,4,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,malachi_flynn,2020.0,2023.0,Y,Y,Y,2020,1,29,N
1631323,Simone,Fontecchio,Simone Fontecchio,1995-12-09T00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209,1,16,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,simone_fontecchio,2022.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1630259,Jordan,Ford,Jordan Ford,1998-05-26T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-1,175,0,31,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jordan_ford,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1630235,Trent,Forrest,Trent Forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,6-4,210,3,2,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,trent_forrest,2020.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203095,Evan,Fournier,Evan Fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205,11,13,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,evan_fournier,2012.0,2023.0,N,Y,Y,2012,1,20,N
1628368,De'Aaron,Fox,De'Aaron Fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,6,5,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017.0,2023.0,N,Y,Y,2017,1,5,N
1631241,Javon,Freeman-Liberty,Javon Freeman-Liberty,1999-10-20T00:00:00,DePaul,USA,DePaul/USA,6-3,190,0,0,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,javon_freeman-liberty,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641788,Alex,Fudge,Alex Fudge,2003-05-06T00:00:00,Florida,USA,Florida/USA,6-8,200,0,,Forward,Inactive,Y,0,,,,,alex_fudge,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628365,Markelle,Fultz,Markelle Fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209,6,20,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017.0,2023.0,N,Y,Y,2017,1,1,N
1629655,Daniel,Gafford,Daniel Gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,234,4,21,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,daniel_gafford,2019.0,2023.0,Y,Y,Y,2019,2,38,N
201568,Danilo,Gallinari,Danilo Gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236,13,12,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,danilo_gallinari,2008.0,2023.0,N,Y,Y,2008,1,6,N
1629636,Darius,Garland,Darius Garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,4,10,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019.0,2023.0,N,Y,Y,2019,1,5,N
1630586,Usman,Garuba,Usman Garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229,2,12,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,usman_garuba,2021.0,2023.0,Y,Y,Y,2021,1,23,N
1630568,Luka,Garza,Luka Garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,2,55,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luka_garza,2021.0,2023.0,Y,Y,Y,2021,2,52,N
1629232,Kaiser,Gates,Kaiser Gates,1996-11-08T00:00:00,Xavier,USA,Xavier/USA,6-7,225,0,,Forward,Inactive,Y,0,,,,,kaiser_gates,2023.0,2023.0,Y,Y,Y,2018,,,N
1641718,Keyonte,George,Keyonte George,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185,0,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,keyonte_george,2023.0,2023.0,N,Y,Y,2023,1,16,N
202331,Paul,George,Paul George,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,13,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010.0,2023.0,N,Y,Y,2010,1,10,N
1630581,Josh,Giddey,Josh Giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216,2,3,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_giddey,2021.0,2023.0,N,Y,Y,2021,1,6,N
1628385,Harry,Giles III,Harry Giles III,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-10,240,3,14,Forward-Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,harry_giles,2017.0,2023.0,Y,Y,Y,2017,1,20,N
1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195,5,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018.0,2023.0,N,Y,Y,2018,1,11,N
1630264,Anthony,Gill,Anthony Gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-8,230,3,16,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631221,Collin,Gillespie,Collin Gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195,0,21,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,collin_gillespie,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1631367,Jacob,Gilyard,Jacob Gilyard,1998-07-14T00:00:00,Richmond,USA,Richmond/USA,5-8,160,1,0,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jacob_gilyard,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203497,Rudy,Gobert,Rudy Gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,10,27,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013.0,2023.0,Y,Y,Y,2013,1,27,N
1630692,Jordan,Goodwin,Jordan Goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-4,200,2,0,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,jordan_goodwin,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203932,Aaron,Gordon,Aaron Gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235,9,50,Forward,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,aaron_gordon,2014.0,2023.0,N,Y,Y,2014,1,4,N
201569,Eric,Gordon,Eric Gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,15,23,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,eric_gordon,2008.0,2023.0,N,Y,Y,2008,1,7,N
1628984,Devonte',Graham,Devonte' Graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195,5,4,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,devonte_graham,2018.0,2023.0,Y,Y,Y,2018,2,34,N
203924,Jerami,Grant,Jerami Grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-7,210,9,9,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,jerami_grant,2014.0,2023.0,N,Y,Y,2014,2,39,N
1631260,AJ,Green,AJ Green,1999-09-27T00:00:00,Northern Iowa,USA,Northern Iowa/USA,6-4,190,1,20,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,aj_green,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
201980,Danny,Green,Danny Green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,14,,Guard,Inactive,Y,0,,,,,danny_green,2009.0,2023.0,Y,Y,Y,2009,2,46,N
203110,Draymond,Green,Draymond Green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,11,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012.0,2023.0,N,Y,Y,2012,2,35,N
1630224,Jalen,Green,Jalen Green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186,2,4,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jalen_green,2021.0,2023.0,Y,Y,Y,2021,1,2,N
201145,Jeff,Green,Jeff Green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235,15,32,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007.0,2023.0,N,Y,Y,2007,1,5,N
1630182,Josh,Green,Josh Green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-5,200,3,8,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,josh_green,2020.0,2023.0,Y,Y,Y,2020,1,18,N
1631100,AJ,Griffin,AJ Griffin,2003-08-25T00:00:00,Duke,USA,Duke/USA,6-6,220,1,14,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,aj_griffin,2022.0,2023.0,N,Y,Y,2022,1,16,N
1629656,Quentin,Grimes,Quentin Grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-5,210,2,6,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,quentin_grimes,2021.0,2023.0,N,Y,Y,2021,1,25,N
1631243,Mouhamed,Gueye,Mouhamed Gueye,2002-11-09T00:00:00,Washington State,Senegal,Washington State/Senegal,6-10,210,0,18,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,mouhamed_gueye,2023.0,2023.0,N,Y,Y,2023,2,39,N
1629060,Rui,Hachimura,Rui Hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,4,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019.0,2023.0,N,Y,Y,2019,1,9,N
1630169,Tyrese,Haliburton,Tyrese Haliburton,2000-02-29T00:00:00,Iowa State,USA,Iowa State/USA,6-5,185,3,0,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tyrese_haliburton,2020.0,2023.0,N,Y,Y,2020,1,12,N
1630181,R.J.,Hampton,R.J. Hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,New Zealand Breakers/USA,6-4,175,3,4,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,rj_hampton,2020.0,2023.0,Y,Y,Y,2020,1,24,N
203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205,10,10,Guard-Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,tim_hardaway_jr,2013.0,2023.0,Y,Y,Y,2013,1,24,N
201935,James,Harden,James Harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,14,1,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,james_harden,2009.0,2023.0,N,Y,Y,2009,1,3,Y
1630702,Jaden,Hardy,Jaden Hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198,1,1,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,jaden_hardy,2021.0,2023.0,Y,Y,Y,2022,2,37,N
1631199,Ron,Harper Jr.,Ron Harper Jr.,2000-04-12T00:00:00,Rutgers,USA,Rutgers/USA,6-4,233,1,,Guard-Forward,Inactive,Y,0,,,,,ron_harper_jr,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203914,Gary,Harris,Gary Harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,9,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014.0,2023.0,N,Y,Y,2014,1,19,N
203925,Joe,Harris,Joe Harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220,9,31,Guard-Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,joe_harris,2014.0,2023.0,Y,Y,Y,2014,2,33,N
1630284,Kevon,Harris,Kevon Harris,1997-06-24T00:00:00,Stephen F. Austin,USA,Stephen F. Austin/USA,6-5,216,1,8,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,kevon_harris,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
202699,Tobias,Harris,Tobias Harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-8,226,12,12,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011.0,2023.0,N,Y,Y,2011,1,19,N
1628404,Josh,Hart,Josh Hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-4,215,6,3,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,josh_hart,2017.0,2023.0,Y,Y,Y,2017,1,30,N
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,5,55,Center-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,isaiah_hartenstein,2018.0,2023.0,Y,Y,Y,2017,2,43,N
1630573,Sam,Hauser,Sam Hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,2,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1641722,Jordan,Hawkins,Jordan Hawkins,2002-04-29T00:00:00,Connecticut,USA,Connecticut/USA,6-5,190,0,24,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jordan_hawkins,2023.0,2023.0,Y,Y,Y,2023,1,14,N
1629637,Jaxson,Hayes,Jaxson Hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220,4,11,Center-Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,jaxson_hayes,2019.0,2023.0,Y,Y,Y,2019,1,8,N
1630165,Killian,Hayes,Killian Hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195,3,7,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,killian_hayes,2020.0,2023.0,N,Y,Y,2020,1,7,N
202330,Gordon,Hayward,Gordon Hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,13,20,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010.0,2023.0,N,Y,Y,2010,1,9,N
1630703,Scoot,Henderson,Scoot Henderson,2004-02-03T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,202,0,00,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,scoot_henderson,2021.0,2023.0,Y,Y,Y,2023,1,3,N
1641707,Taylor,Hendricks,Taylor Hendricks,2003-11-22T00:00:00,Central Florida,USA,Central Florida/USA,6-9,215,0,0,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,taylor_hendricks,2023.0,2023.0,Y,Y,Y,2023,1,9,N
1629639,Tyler,Herro,Tyler Herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195,4,14,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,tyler_herro,2019.0,2023.0,N,Y,Y,2019,1,13,N
1627741,Buddy,Hield,Buddy Hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220,7,7,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,buddy_hield,2016.0,2023.0,N,Y,Y,2016,1,6,N
