,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
80,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,10,5,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,kentavious_caldwell-pope,2013.0,2023.0,N,Y,Y,2013,1,8,N
81,1641739,Toumani,Camara,Toumani Camara,"Camara, Toumani",T. Camara,toumani-camara,2000-05-08T00:00:00,Dayton,Belgium,Dayton/Belgium,6-7,226,0,33,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,toumani_camara,2023.0,2023.0,N,Y,Y,2023,2,52,N
82,1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10T00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236,4,31,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019.0,2023.0,Y,Y,Y,2017,2,49,N
83,203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,256,9,15,Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,clint_capela,2014.0,2023.0,Y,Y,Y,2014,1,25,N
84,1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-1,200,5,5,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,jevon_carter,2018.0,2023.0,Y,Y,Y,2018,2,32,N
85,1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,6-10,270,5,34,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,wendell_carter_jr,2018.0,2023.0,N,Y,Y,2018,1,7,N
86,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,6,6,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,alex_caruso,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
87,1630658,Colin,Castleton,Colin Castleton,"Castleton, Colin",C. Castleton,colin-castleton,2000-05-25T00:00:00,Florida,USA,Florida/USA,6-10,250,0,14,Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,colin_castleton,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
88,1630608,Malcolm,Cazalon,Malcolm Cazalon,"Cazalon, Malcolm",M. Cazalon,malcolm-cazalon,2001-08-27T00:00:00,Mega Basket,France,Mega Basket/France,6-6,185,0,20,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,malcolm_cazalon,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
89,1630577,Julian,Champagnie,Julian Champagnie,"Champagnie, Julian",J. Champagnie,julian-champagnie,2001-06-29T00:00:00,St. John's,USA,St. John's/USA,6-7,217,1,30,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,julian_champagnie,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
90,1631108,Max,Christie,Max Christie,"Christie, Max",M. Christie,max-christie,2003-02-10T00:00:00,Michigan State,USA,Michigan State/USA,6-5,190,1,10,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,max_christie,2022.0,2023.0,Y,Y,Y,2022,2,35,N
91,1630528,Josh,Christopher,Josh Christopher,"Christopher, Josh",J. Christopher,josh-christopher,2001-12-08T00:00:00,Arizona State,USA,Arizona State/USA,6-4,215,3,9,Guard,Inactive,Y,1610612745,Rockets,HOU,rockets,Houston,josh_christopher,2021.0,2022.0,Y,Y,Y,2021,1,24,N
92,1631321,Sidy,Cissoko,Sidy Cissoko,"Cissoko, Sidy",S. Cissoko,sidy-cissoko,2004-04-02T00:00:00,NBA G League Ignite,France,NBA G League Ignite/France,6-6,200,0,25,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,sidy_cissoko,2022.0,2023.0,Y,Y,Y,2023,2,44,N
93,1641740,Jaylen,Clark,Jaylen Clark,"Clark, Jaylen",J. Clark,jaylen-clark,2001-10-13T00:00:00,UCLA,USA,UCLA/USA,6-4,205,0,0,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jaylen_clark,2023.0,2023.0,N,N,N,2023,2,53,N
94,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,4,15,Forward,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019.0,2023.0,N,Y,Y,2019,1,21,N
95,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-3,194,9,00,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014.0,2023.0,Y,Y,Y,2014,2,46,N
96,1629651,Nic,Claxton,Nic Claxton,"Claxton, Nic",N. Claxton,nic-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,4,33,Center,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019.0,2023.0,Y,Y,Y,2019,2,31,N
97,1641730,Noah,Clowney,Noah Clowney,"Clowney, Noah",N. Clowney,noah-clowney,2004-07-14T00:00:00,Alabama,USA,Alabama/USA,6-9,210,0,21,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,noah_clowney,2023.0,2023.0,Y,Y,Y,2023,1,21,N
98,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,4,7,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
99,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,6,20,Forward-Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,john_collins,2017.0,2023.0,N,Y,Y,2017,1,19,N
100,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,5,23,Forward-Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,zach_collins,2017.0,2023.0,Y,Y,Y,2017,1,10,N
101,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-0,175,16,10,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007.0,2023.0,N,Y,Y,2007,1,4,N
102,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,8,24,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015.0,2023.0,N,Y,Y,2015,2,41,N
103,1641731,Bilal,Coulibaly,Bilal Coulibaly,"Coulibaly, Bilal",B. Coulibaly,bilal-coulibaly,2004-07-26T00:00:00,Metropolitans 92,France,Metropolitans 92/France,6-8,195,0,0,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,bilal_coulibaly,2023.0,2023.0,N,Y,Y,2023,1,7,N
104,1641741,Ricky,Council IV,Ricky Council IV,"Council IV, Ricky",R. Council IV,ricky-council-iv,2001-08-03T00:00:00,Arkansas,USA,Arkansas/USA,6-6,207,0,16,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,ricky_council_iv,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
105,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,10,33,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,robert_covington,2013.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
106,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-5,221,6,13,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,torrey_craig,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
107,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,11,99,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,jae_crowder,2012.0,2023.0,Y,Y,Y,2012,2,34,N
108,1630595,Cade,Cunningham,Cade Cunningham,"Cunningham, Cade",C. Cunningham,cade-cunningham,2001-09-25T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-6,220,2,2,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,cade_cunningham,2021.0,2023.0,N,Y,Y,2021,1,1,N
109,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-1,185,9,30,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,seth_curry,2013.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
110,201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185,14,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009.0,2023.0,N,Y,Y,2009,1,7,Y
111,1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,1,11,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,dyson_daniels,2021.0,2023.0,Y,Y,Y,2022,1,8,N
112,203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,11,3,Forward-Center,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012.0,2023.0,N,Y,Y,2012,1,1,Y
113,1631098,Johnny,Davis,Johnny Davis,"Davis, Johnny",J. Davis,johnny-davis,2002-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-4,195,1,1,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,johnny_davis,2022.0,2023.0,Y,Y,Y,2022,1,10,N
114,1631120,JD,Davison,JD Davison,"Davison, JD",J. Davison,jd-davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195,1,20,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jd_davison,2022.0,2023.0,Y,Y,Y,2022,2,53,N
115,201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,14,11,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,demar_derozan,2009.0,2023.0,N,Y,Y,2009,1,9,N
116,1641926,Dexter,Dennis,Dexter Dennis,"Dennis, Dexter",D. Dennis,dexter-dennis,1999-02-09T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,210,0,,Guard,Inactive,Y,0,,,,,dexter_dennis,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
117,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,5,0,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,donte_divincenzo,2018.0,2023.0,Y,Y,Y,2018,1,17,N
118,1631217,Moussa,Diabate,Moussa Diabate,"Diabate, Moussa",M. Diabate,moussa-diabate,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-9,210,1,25,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,moussa_diabate,2022.0,2023.0,Y,Y,Y,2022,2,43,N
119,1641711,Gradey,Dick,Gradey Dick,"Dick, Gradey",G. Dick,gradey-dick,2003-11-20T00:00:00,Kansas,USA,Kansas/USA,6-6,200,0,1,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,gradey_dick,2023.0,2023.0,Y,Y,Y,2023,1,13,N
120,1631172,Ousmane,Dieng,Ousmane Dieng,"Dieng, Ousmane",O. Dieng,ousmane-dieng,2003-05-21T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-9,185,1,13,Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,ousmane_dieng,2022.0,2023.0,Y,Y,Y,2022,1,11,N
121,203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215,9,26,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,spencer_dinwiddie,2014.0,2023.0,Y,Y,Y,2014,2,38,N
122,1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,5,77,Forward-Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018.0,2023.0,N,Y,Y,2018,1,3,N
123,1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220,4,5,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
124,1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-5,200,2,12,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,2021.0,2023.0,N,Y,Y,2021,2,38,N
125,203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,11,3,Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,andre_drummond,2012.0,2023.0,N,Y,Y,2012,1,9,N
126,1630537,Chris,Duarte,Chris Duarte,"Duarte, Chris",C. Duarte,chris-duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190,2,3,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,chris_duarte,2021.0,2023.0,Y,Y,Y,2021,1,13,N
127,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,7,11,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kris_dunn,2016.0,2023.0,Y,Y,Y,2016,1,5,N
128,201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240,15,35,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007.0,2023.0,N,Y,Y,2007,1,2,Y
129,1631105,Jalen,Duren,Jalen Duren,"Duren, Jalen",J. Duren,jalen-duren,2003-11-18T00:00:00,Memphis,USA,Memphis/USA,6-10,250,1,0,Center,Active,Y,1610612765,Pistons,DET,pistons,Detroit,jalen_duren,2022.0,2023.0,N,Y,Y,2022,1,13,N
130,1631106,Tari,Eason,Tari Eason,"Eason, Tari",T. Eason,tari-eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215,1,17,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,tari_eason,2022.0,2023.0,N,Y,Y,2022,1,17,N
131,1630162,Anthony,Edwards,Anthony Edwards,"Edwards, Anthony",A. Edwards,anthony-edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225,3,5,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,anthony_edwards,2020.0,2023.0,N,Y,Y,2020,1,1,N
132,1630556,Kessler,Edwards,Kessler Edwards,"Edwards, Kessler",K. Edwards,kessler-edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203,2,17,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,kessler_edwards,2021.0,2023.0,Y,Y,Y,2021,2,44,N
133,1631165,Keon,Ellis,Keon Ellis,"Ellis, Keon",K. Ellis,keon-ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-3,175,1,23,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keon_ellis,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
134,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,7,21,Center-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014.0,2023.0,N,Y,Y,2014,1,3,N
135,1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245,5,14,Forward-Center,Active,Y,1610612756,Suns,PHX,suns,Phoenix,drew_eubanks,2018.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
136,203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214,6,0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dante_exum,2014.0,2023.0,N,Y,Y,2014,1,5,N
137,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,4,24,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,2019.0,2023.0,Y,Y,Y,2019,2,34,N
138,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,7,28,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,dorian_finney-smith,2016.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
139,1630201,Malachi,Flynn,Malachi Flynn,"Flynn, Malachi",M. Flynn,malachi-flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,6-1,185,3,4,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,malachi_flynn,2020.0,2023.0,Y,Y,Y,2020,1,29,N
140,1631323,Simone,Fontecchio,Simone Fontecchio,"Fontecchio, Simone",S. Fontecchio,simone-fontecchio,1995-12-09T00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209,1,16,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,simone_fontecchio,2022.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
141,1630259,Jordan,Ford,Jordan Ford,"Ford, Jordan",J. Ford,jordan-ford,1998-05-26T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-1,175,0,31,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jordan_ford,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
142,1630235,Trent,Forrest,Trent Forrest,"Forrest, Trent",T. Forrest,trent-forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,6-4,210,3,2,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,trent_forrest,2020.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
143,203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205,11,13,Guard-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,evan_fournier,2012.0,2023.0,N,Y,Y,2012,1,20,N
144,1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,6,5,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017.0,2023.0,N,Y,Y,2017,1,5,N
145,1631241,Javon,Freeman-Liberty,Javon Freeman-Liberty,"Freeman-Liberty, Javon",J. Freeman-Liberty,javon-freeman-liberty,1999-10-20T00:00:00,DePaul,USA,DePaul/USA,6-3,190,0,0,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,javon_freeman-liberty,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
146,1641788,Alex,Fudge,Alex Fudge,"Fudge, Alex",A. Fudge,alex-fudge,2003-05-06T00:00:00,Florida,USA,Florida/USA,6-8,200,0,,Forward,Inactive,Y,0,,,,,alex_fudge,2023.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
147,1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209,6,20,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017.0,2023.0,N,Y,Y,2017,1,1,N
148,1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,234,4,21,Forward-Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,daniel_gafford,2019.0,2023.0,Y,Y,Y,2019,2,38,N
149,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236,13,12,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,danilo_gallinari,2008.0,2023.0,N,Y,Y,2008,1,6,N
150,1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,4,10,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019.0,2023.0,N,Y,Y,2019,1,5,N
151,1630586,Usman,Garuba,Usman Garuba,"Garuba, Usman",U. Garuba,usman-garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229,2,12,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,usman_garuba,2021.0,2023.0,Y,Y,Y,2021,1,23,N
152,1630568,Luka,Garza,Luka Garza,"Garza, Luka",L. Garza,luka-garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243,2,55,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luka_garza,2021.0,2023.0,Y,Y,Y,2021,2,52,N
153,1629232,Kaiser,Gates,Kaiser Gates,"Gates, Kaiser",K. Gates,kaiser-gates,1996-11-08T00:00:00,Xavier,USA,Xavier/USA,6-7,225,0,,Forward,Inactive,Y,0,,,,,kaiser_gates,2023.0,2023.0,Y,Y,Y,2018,,,N
154,1641718,Keyonte,George,Keyonte George,"George, Keyonte",K. George,keyonte-george,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185,0,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,keyonte_george,2023.0,2023.0,N,Y,Y,2023,1,16,N
155,202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220,13,13,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,paul_george,2010.0,2023.0,N,Y,Y,2010,1,10,N
156,1630581,Josh,Giddey,Josh Giddey,"Giddey, Josh",J. Giddey,josh-giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216,2,3,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,josh_giddey,2021.0,2023.0,N,Y,Y,2021,1,6,N
157,1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-10,240,3,14,Forward-Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,harry_giles,2017.0,2023.0,Y,Y,Y,2017,1,20,N
158,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,"Gilgeous-Alexander, Shai",S. Gilgeous-Alexander,shai-gilgeous-alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195,5,2,Guard,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,shai_gilgeous-alexander,2018.0,2023.0,N,Y,Y,2018,1,11,N
159,1630264,Anthony,Gill,Anthony Gill,"Gill, Anthony",A. Gill,anthony-gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-8,230,3,16,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,anthony_gill,2020.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
160,1631221,Collin,Gillespie,Collin Gillespie,"Gillespie, Collin",C. Gillespie,collin-gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195,0,21,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,collin_gillespie,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
161,1631367,Jacob,Gilyard,Jacob Gilyard,"Gilyard, Jacob",J. Gilyard,jacob-gilyard,1998-07-14T00:00:00,Richmond,USA,Richmond/USA,5-8,160,1,0,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,jacob_gilyard,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
162,203497,Rudy,Gobert,Rudy Gobert,"Gobert, Rudy",R. Gobert,rudy-gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258,10,27,Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rudy_gobert,2013.0,2023.0,Y,Y,Y,2013,1,27,N
